"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language","rt","response","success","item_width_mm","item_height_mm","item_width_px","px2mm","scale_factor","stimulus","question_order","init_locations","moves","final_locations"
"1888","929","true","Edge","127.0.0.0","false","Windows 10","true","234.65","true","true","browser-check","0","25586","0.0-0.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","","","","","","","","","","","","",""
"","","","Edge","127.0.0.0","","","","","","","survey-text","1","34702","0.0-1.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","9110","{""Q0"":""631a5fde41667c9233dd3fc2""}","","","","","","","","","","",""
"","","","Edge","127.0.0.0","","","","","","","fullscreen","2","53275","0.0-2.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","17571","","true","","","","","","","","","",""
"","","","Edge","127.0.0.0","","","","","","","virtual-chinrest","3","97802","0.0-3.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","44525","","","85.6","53.98","428.4274193548387","5","0.992","","","","",""
"","","","Edge","127.0.0.0","","","","","","","html-button-response","4","105114","0.0-4.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","7311","0","","","","","","","
    <p>If the measurements were done correctly, the square below should be 10 cm x 10 cm.</p>
    <div style=""background-color: black; width: 500px; height: 500px; margin: 20px auto;""></div>
    ","","","",""
"","","","Edge","127.0.0.0","","","","","","","survey-multi-choice","5","113530","0.0-5.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","8415","{""Q0"":""durian""}","","","","","","","","[0]","","",""
"","","","Edge","127.0.0.0","","","","","","","html-button-response","6","116161","0.0-6.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","2630","0","","","","","","","<p>Great! You passed the attention check. Now let's begin!</p>","","","",""
"","","","Edge","127.0.0.0","","","","","","","html-button-response","7","126482","0.0-7.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","10319","0","","","","","","","<p>In this experiment, you will see 15 dashboards, each for 20 seconds.</p> <p> You need to <b>remember the data fact</b> shown on the dashboard, and try to recall whether it is <b>True or False</b> later.</p>","","","",""
"","","","Edge","127.0.0.0","","","","","","","html-button-response","8","133727","0.0-8.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","7244","0","","","","","","","<p>Your response will be collected and evaluated. If any irregularities are found (such as selecting the same answer for all questions or displaying very low overall accuracy), you may not receive payment.</p>","","","",""
"","","","Edge","127.0.0.0","","","","","","","image-keyboard-response","9","153729","0.0-9.0","5002","1","2024-08-12 18:03:05","b0e02d76891de4098917a4775b26ae70","70.39.122.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","null","null","","","","","","","Filter-Bar-Opacity.png","","","",""
