"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language","rt","response","success","item_width_mm","item_height_mm","item_width_px","px2mm","scale_factor","stimulus","question_order","init_locations","moves","final_locations"
"1920","953","true","Chrome","125.0.0.0","false","Windows 10","true","40.13","false","true","browser-check","0","1528","0.0-0.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","","","","","","","","","","","","",""
"","","","Chrome","125.0.0.0","","","","","","","survey-text","1","12124","0.0-1.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","10576","{""Q0"":""66522e08062d6f7b7d78eafa""}","","","","","","","","","","",""
"","","","Chrome","125.0.0.0","","","","","","","fullscreen","2","32051","0.0-2.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","18893","","true","","","","","","","","","",""
"","","","Chrome","125.0.0.0","","","","","","","virtual-chinrest","3","82910","0.0-3.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","50853","","","85.6","53.98","428.1767955801104","4.999999999999999","0.7240000000000001","","","","",""
"","","","Chrome","125.0.0.0","","","","","","","html-button-response","4","105658","0.0-4.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","22743","0","","","","","","","
    <p>If the measurements were done correctly, the square below should be 10 cm x 10 cm.</p>
    <div style=""background-color: black; width: 500px; height: 500px; margin: 20px auto;""></div>
    ","","","",""
"","","","Chrome","125.0.0.0","","","","","","","survey-multi-choice","5","109506","0.0-5.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","3844","{""Q0"":""durian""}","","","","","","","","[0]","","",""
"","","","Chrome","125.0.0.0","","","","","","","html-button-response","6","111665","0.0-6.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","2154","0","","","","","","","<p>Great! You passed the attention check. Now let's begin!</p>","","","",""
"","","","Chrome","125.0.0.0","","","","","","","html-button-response","7","200340","0.0-7.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","88672","0","","","","","","","<p>In this experiment, you will see 15 dashboards, each for 20 seconds.</p> <p> You need to <b>remember the data fact</b> shown on the dashboard, and try to recall whether it is <b>True or False</b> later.</p>","","","",""
"","","","Chrome","125.0.0.0","","","","","","","html-button-response","8","207249","0.0-8.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","6907","0","","","","","","","<p>Your response will be collected and evaluated. If any irregularities are found (such as selecting the same answer for all questions or displaying very low overall accuracy), you may not receive payment.</p>","","","",""
"","","","Chrome","125.0.0.0","","","","","","","image-keyboard-response","9","227253","0.0-9.0","973","1","2024-07-29 19:03:42","b0e02d76891de4098917a4775b26ae70","165.225.243.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","null","null","","","","","","","Filter-Bar-Shade.png","","","",""
